2,0.00285031,7.72455173,3,3
3,0,0,3,2.5
9,0.000370162,1.639105052,3,3
16,0.000473656,2.838254511,3,2.33
17,0.000981651,5.745044293,3,2.67
18,0.006182837,5.976421927,1.5,3
20,0.006272664,5.839013066,3,2.67
21,0.006272664,5.839013066,3,3
23,0.013775951,4.183001558,3,2.67
27,0.005470279,7.060137317,3,3
34,0.009926137,6.943029554,3,2.67
35,0.033466967,23.81951268,3,3
37,0.000776038,2.563663924,1.5,3
38,0.005342322,6.08621429,3,2
48,0.002759179,4.267919432,3,2.67
51,0.01364961,6.863815339,3,2.67
65,0.02115725,13.68961375,3,3
69,5.83E-05,0.922639326,3,1
75,0,0,3,1.67
81,0,0,3,2.33
85,0.000678409,3.025429578,3,2.33
88,0.000621027,2.899961709,1.5,1.33
90,0.000739457,1.796326269,1.5,2.67
92,0.000739457,1.796326269,1.5,2.33
101,0.004900471,3.461630617,1.5,1.33
105,0.036459291,10.32115042,3,2.33
106,0.0354352,7.351454039,3,2.33
113,0,0,1.5,2
114,0.003664067,2.666708435,1.5,2.33
117,0.003107284,4.32957909,3,2.67
120,0.012697902,12.48205366,3,2
122,0.006672775,7.516018034,3,2.33
123,0.001781452,3.620367798,1.5,3
125,0.001781452,3.620367798,3,2
127,0.001357781,3.80146215,0,2
136,0.010813318,3.865242357,1.5,2
138,0.001040243,3.143627982,1.5,2.33
143,0.000279642,1.584223808,3,2.33
147,0.002052374,4.006860702,1.5,2
149,0.001208643,3.048078185,3,2.67
150,0,0,3,1.67
157,0.000906429,2.638592398,3,2.33
158,0.000906429,2.638592398,3,1.67
162,6.64E-05,1.172841897,3,3
164,0,0,1.5,1.67
165,0.004065555,10.43314049,3,3
166,0.000183639,2.676091749,1.5,1.67
172,0.003896916,5.560158633,1.5,3
177,0.007987829,10.81916682,3,3
178,0.001303264,2.678419389,3,1
179,0.001159712,4.001023185,3,3
181,0,0,3,2.67
182,0.000231751,2.536716445,3,2.67
186,0.00380683,4.52188238,3,3
191,0.003843349,5.265522291,3,2.67
193,0.004038581,7.058598825,3,3
195,0,0,3,1
201,0.002510534,6.397199683,1.5,2.33
202,0.006784519,15.69492476,3,2.33
203,0.002510534,6.397199683,3,3
205,0.003403021,5.219996157,3,2.33
210,0.002258429,3.718415649,3,2.5
214,0.003008649,6.808223489,3,2.33
215,0.00689171,9.662304609,3,3
223,0.002475361,3.529343707,3,2.33
226,0.000807801,1.868935098,3,2.33
227,0.002475361,3.529343707,3,2.33
233,0.003089455,7.046093699,3,3
241,0.012071187,7.108633179,1.5,3
245,0.019074521,9.596268565,3,2.33
255,0.699865394,12.54141152,0,2.33
257,0.000310279,1.408170946,1.5,2
259,0.000932946,3.053568109,1.5,2
261,0.002316329,5.406315135,3,2.33
266,0.000932946,3.053568109,3,2.67
270,0.001921291,6.754928574,3,1.67
272,0.001358764,4.676108359,3,3
275,0.002657244,6.575125657,3,2.33
276,0.002657244,6.575125657,3,3
284,0.011674456,14.06894689,3,2
290,0.003436454,4.448387031,3,2.67
293,0.001997856,3.247823075,1.5,3
294,0.004065331,11.23151541,3,3
297,0,0,0,2.33
305,0,0,0,3
314,0.001048084,5.076108709,3,3
318,0.001450609,6.163677733,3,3
319,0.006031374,8.372876926,3,2.67
323,0.002843626,2.790533972,1.5,2.33
327,0.001520874,2.440294563,3,3
331,0.001520874,2.440294563,0,2
334,0.010000595,3.160852477,3,2.67
335,0.010875023,4.249002159,3,2
340,0,0,3,1.33
341,0.033213995,14.82873605,3,2.33
343,0.003107799,9.744762788,3,2.33
346,0.021678718,13.30417208,3,2
347,0.000759697,3.470935302,3,1.33
350,0.002715642,7.191430235,3,3
351,0.002,0.574539781,3,3
354,0.000219099,1.886694183,3,2.33
355,0.013507326,2.131256058,3,3
359,0.006688717,4.019414079,3,2.67
361,0.001587517,5.136709337,1.5,2.33
363,0.004785357,7.45810093,3,3
365,0.001587517,5.136709337,3,2.33
373,0.029576529,5.113108794,3,2
374,0.004345964,4.679325397,3,2.67
375,0.000164764,2.291062675,3,2.67
385,0,0,1.5,2.67
389,0.00268863,5.411436546,3,2.33
397,0,0,3,1.33
400,0.000505648,1.686222101,0,2
401,0.004273455,6.948126766,1.5,2.33
402,0.012622364,9.666958491,3,2
403,0.00319341,5.188733003,1.5,2.67
