2,0.00285030952169,7.72455172978,3
3,0.0,0.0,2.5
9,0.000370161969625,1.6391050518,3
16,0.000473655667271,2.83825451067,2.33
17,0.000981650582027,5.74504429278,2.67
18,0.00618283696486,5.97642192677,3
20,0.00627266442775,5.83901306614,2.67
21,0.00627266442775,5.83901306614,3
23,0.0137759505274,4.18300155799,2.67
27,0.00547027927591,7.060137317,3
34,0.00992613707275,6.94302955373,2.67
35,0.0334669673174,23.819512678,3
37,0.000776038300276,2.56366392382,3
38,0.00534232156101,6.08621429037,2
48,0.00275917946739,4.26791943239,2.67
51,0.0136496096662,6.86381533944,2.67
65,0.0211572501043,13.6896137527,3
69,5.83464081809e-05,0.922639325815,1
75,0.0,0.0,1.67
81,0.0,0.0,2.33
85,0.000678408688915,3.02542957816,2.33
88,0.000621026921546,2.89996170914,1.33
90,0.000739457078815,1.79632626914,2.67
92,0.000739457078815,1.79632626914,2.33
101,0.00490047140285,3.46163061749,1.33
105,0.0364592905305,10.3211504193,2.33
106,0.035435200152,7.35145403864,2.33
113,0.0,0.0,2
114,0.00366406734957,2.66670843539,2.33
117,0.0031072839102,4.3295790895,2.67
120,0.0126979017733,12.4820536625,2
122,0.006672774912,7.51601803383,2.33
123,0.00178145151454,3.62036779839,3
125,0.00178145151454,3.62036779839,2
127,0.00135778065594,3.80146215005,2
136,0.0108133177008,3.86524235738,2
138,0.00104024283265,3.14362798222,2.33
143,0.000279642058166,1.58422380758,2.33
147,0.0020523736488,4.00686070195,2
149,0.0012086432134,3.04807818547,2.67
150,0.0,0.0,1.67
157,0.000906429454243,2.63859239799,2.33
158,0.000906429454243,2.63859239799,1.67
162,6.63661738513e-05,1.17284189749,3
164,0.0,0.0,1.67
165,0.00406555477378,10.4331404927,3
166,0.000183639380772,2.67609174925,1.67
172,0.00389691581419,5.56015863303,3
177,0.00798782884546,10.8191668202,3
178,0.00130326379391,2.6784193886,1
179,0.00115971181382,4.00102318543,3
181,0.0,0.0,2.67
182,0.000231751225676,2.53671644516,2.67
186,0.00380682999718,4.52188237991,3
191,0.00384334936339,5.26552229127,2.67
193,0.00403858122285,7.05859882507,3
195,0.0,0.0,1
201,0.00251053422612,6.39719968345,2.33
202,0.00678451882213,15.6949247648,2.33
203,0.00251053422612,6.39719968345,3
205,0.00340302132229,5.21999615693,2.33
210,0.00225842898995,3.71841564907,2.5
214,0.00300864883949,6.80822348857,2.33
215,0.00689170979344,9.6623046088,3
223,0.00247536137509,3.52934370654,2.33
226,0.000807800772346,1.86893509789,2.33
227,0.00247536137509,3.52934370654,2.33
233,0.00308945504354,7.04609369886,3
241,0.0120711868807,7.10863317904,3
245,0.0190745205061,9.59626856475,2.33
255,0.699865394012,12.5414115204,2.33
257,0.000310279445893,1.40817094595,2
259,0.000932945510582,3.05356810879,2
261,0.00231632920696,5.40631513471,2.33
266,0.000932945510582,3.05356810879,2.67
270,0.00192129141714,6.75492857443,1.67
